fonte,categoria,citta,nome,indirizzo,telefono,sito,descrizione,note,punteggio
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Verdicchio,"Via Bonicalza Albino, 159- 21012 Cassano Magnago (VA)",331 9717958,https://ristoranteverdicchio.it/,"[Ristorante Cassano Magnago | Verdicchio | Cucina e Pizzeria] Ristorante Cassano Magnago: cucina italiana autentica, pizzeria artigianale e giardino per eventi. Prenota il tuo tavolo da Verdicchio! Ristorante Cassano Magnago | Verdicchio | Cucina e Pizzeria Vai al contenuto La vera cucina tradizionale. “Di una risata, un calice di vino e due mani sporche di farina ne abbiamo fatto uno stile di vita” Ristorante Cassano Magnago. Cucina Italiana, Pizzeria e Enoteca Verdicchio. Benvenuto al Ristorante Verdicchio, il tuo ristorante a Cassano Magnago dove la tra | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness","Consumi: forno, cucina, spa",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Baking Italia,"Via Lombardia, 49- 21013 Gallarate (VA)",0331 1485931,https://www.bakingitaliabistrot.it/,"[Baking Italia — Tradizione italiana, stile contemporaneo] Un locale che accompagna il cliente in ogni momento della giornata: colazione, pranzo, aperitivo, cena. Baking Italia — Tradizione italiana, stile contemporaneo COLAZIONE · PRANZO · APERITIVO · CENA COLAZIONE · PRANZO · CENA Tradizione italiana, stile contemporaneo Un locale che accompagna il cliente in ogni momento della giornata. Prenota Ora Menu Pranzo Settimanale Scopri il Menu Organizza il tuo Evento Intro Concept Dalla colazione alla cena, un racconto italiano fatto di ritmo, materia e atm | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness","Consumi: cucina, spa",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Giomaki Digital Sushi Experience,"Via IV Novembre, 53- 21012 Cassano Magnago (VA)",0331 1771137,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Hiro Japanese,"Via De Gasperi Alcide, 12- 21012 Cassano Magnago (VA)",0331 203389,http://www.hirojapanese.it/contatti-cassano-magnago/,"[Ristorante Giapponese HIRO a CASSANO MAGNAGO - Prenota ora Tel. 0331 203389 | HIRO Japanese Restaurant] HIRO CASSANO MAGNAGO si trova a Cassano Magnago lungo la strada provinciale che collega Cassano Magnano con Tradate. Prenota ora Tel. 0331 203389. All You Can Ristorante Giapponese HIRO a CASSANO MAGNAGO - Prenota ora Tel. 0331 203389 | HIRO Japanese Restaurant CONTATTI HIRO CASSANO MAGNAGO Vedi come contattarci e raggiungerci Contatti HIRO CASSANO MAGNAGO Via Alcide De Gasperi, 12 – 21012 Cassano Magnago (Varese) + 39 0331 203389 HIRO CASSANO MAGNAGO si trova a Cassano Magnago lungo la strada p | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Luxale,"Via Goldoni Carlo, 1- 21012 Cassano Magnago (VA)","0331 202419, 392 2960011",http://www.luxalecassano.it/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Novecento,"Via Garibaldi Giuseppe, 100- 21012 Cassano Magnago (VA)",0331 538816,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Sushic,"Via IV Novembre, 18- 21012 Cassano Magnago (VA)","0331 648325, 0331 689795",https://sushic.it/,"[Ristorante sushi all you can eat - Sushic - Biella e Cassano Magnago] Ristorante sushi all you can eat. Possibilità di ordinare sushi a domicilio. Scopri anche tartare, zuppe, tempura e altri piatti cinesi e giapponesi. Ristorante sushi all you can eat - Sushic - Biella e Cassano Magnago All you can eat, all you can love Biella Viale Macallè 9 Cassano Magnago Via IV Novembre, 18 I nostri piatti speciali Sushic offre un ampio menu tra cui scegliere, tante specialità da assaggiare. A1 Ricciola Mango Fettine di °ricciola e mango servita con salsa al mango A2 Degustaz | SUGGERIMENTI: Check energetico completo con termocamera",,8
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Arconti 36 Bar Bistrò,"Via Arconti Vittorio, 36- 21013 Gallarate (VA)",0331 1783765,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Pizzarte,"Via Piave, 1- 21013 Gallarate (VA)",0331 786235,http://www.arte-e-pizza.it/index.php?lang=it,"[arte & pizza] arte & pizza Skip to content PIZZA è PASSIONE LA TUA SODDISFAZIONE la nostra missione arte & pizza sfiziose golose classiche il vero sapore di una pizza all' italiana Scegli tra le sfiziosissime pizze classiche o le gustosissime focacce o scopri le novità di stagione, sicuramente troverai quella di tuo gusto, altrimenti richiedi la farcitura che meglio preferisci. Ingredienti freschi e genuini che garantiscono l'assoluta bontà e digeribilità di ogni prodotto sfornato dai nostri due forni a legna | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Tsubaki,"Via Amerigo Vespucci, 5- 21013 Gallarate (VA)","0331 654892, 347 9998888",https://www.tsubakisushi.it/,"[Home | tsubaki] Home | tsubaki top of page SUSHI ALL YOU CAN EAT! DOVE LA TRADIZIONE INCONTRA IL GUSTO MODERNO. Prenota Ora Benveuti da Tsubaki Il ristorante dove la tradizione giapponese incontra uno stile moderno e raffinato, nel cuore di Gallarate. Da noi ogni piatto racconta una storia di gusto, qualità e passione, pensata per offrire un’esperienza culinaria autentica e coinvolgente. La Nostra Cucina La cucina di Tsubaki Sushi nasce da una ricerca costante della qualità e dall’utilizzo di ingredienti fresch | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness","Consumi: cucina, spa",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ristorante Giapponese e Cinese - Kaede Oriental Taste,"Corso Sempione, 194- 21052 Busto Arsizio (VA)","351 8951679, 0331 314986",http://kaedeorientaltaste.it/,"[Kaede Oriental Taste - Ristorante Giapponese e Cinese a Busto Arsizio] Kaede Oriental Taste - Autentica cucina giapponese e cinese a Busto Arsizio. All You Can Eat con ingredienti freschi e di qualità. Prenota ora! Kaede Oriental Taste - Ristorante Giapponese e Cinese a Busto Arsizio La Nostra Storia Kaede Oriental Taste nasce dalla passione per la cucina asiatica autentica. Il nostro ristorante unisce l'arte culinaria giapponese e cinese in un ambiente moderno ed elegante. Situati nel cuore di Busto Arsizio, offriamo un'esperienza gastronomica unica con la nostra  | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura","Consumi: cucina, coperto",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Pub Completo,Via Leon Battista Alberti 25 - 21012 Cassano Magnago (VA),0331 289125,http://www.rollinggoat.it/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ritrovo La Perla,"Ang. Visconti all'Interno del Parco della Magana, VIA VOLTA - 21012 Cassano Magnago (VA)",0331 16123777,https://ritrovo-la-perla.eatbu.com/,"[Ritrovo La Perla - Cassano Magnago | English cuisine near me | Book now] You can order takeaway | Cassano magnago - Una serata divertente con delizioso cibo casereccio: abbiamo per voi ricette fresche, preparate al momento, in un'atmosfera genuina. Nel Ritrovo La Perla abbiamo tante ricette gustose, che nel nostro ambiente dal fascino unico diventano ancora più buone! Il favoloso ambiente esterno vi regala un'atmosfera speciale e tante emozioni. La nostra terrazza riscaldata vi invita a restare a lungo. Abbiamo un condizionatore, quindi starete bene con qualsiasi cli | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Relamping LED con payback 8-12 mesi","Consumi: forno, cucina, led",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Sakura Japanese Restaurant,Via Cattaneo Carlo - 21012 Cassano Magnago (VA),0331 1771137,http://www.izakayabyfreshramen.it/,[Anime Izakaya Ramen | Cassano Magnago (VA) | Fresh Ramen] Il primo Anime Izakaya in Italia. Ramen autentico con brodo di 10 ore e noodles fatti a mano. Esperienza immersiva tra cucina giapponese e cultura anime. Anime Izakaya Ramen | Cassano Magnago (VA) | Fresh Ramen seguici su Seguici Nuova apertura Il primo Anime Izakaya Ramen in città Prenota ora Scopri il Menù Brodo di 10 ore Noodles fatte a mano Esperienza immersiva UN MESTIERE NATO DALLA PASSIONE NOSTRO SEGRETO 01. IL LABORATORIO DEI NOODLES Ramen autentico giapponese con noodles freschi fatti I | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Relamping LED con payback 8-12 mesi,"Consumi: cucina, led",9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ristorante Japponese Tsubaki,"Via Vespucci Amerigo, 5 - 21013 Gallarate (VA)","0331 654892, 347 9998888",https://www.tsubakisushi.it/,"[Home | tsubaki] Home | tsubaki top of page SUSHI ALL YOU CAN EAT! DOVE LA TRADIZIONE INCONTRA IL GUSTO MODERNO. Prenota Ora Benveuti da Tsubaki Il ristorante dove la tradizione giapponese incontra uno stile moderno e raffinato, nel cuore di Gallarate. Da noi ogni piatto racconta una storia di gusto, qualità e passione, pensata per offrire un’esperienza culinaria autentica e coinvolgente. La Nostra Cucina La cucina di Tsubaki Sushi nasce da una ricerca costante della qualità e dall’utilizzo di ingredienti fresch | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness","Consumi: cucina, spa",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Cantalupa Ristopub,"Via Cantalupa, 842/A - 21044 Cavaria con Premezzo (VA)",0331 216455,https://www.facebook.com/profile.php?id=100063743252278,"[Cantalupa RistoPub | Cavaria con Premezzo] Cantalupa RistoPub, Cavaria con Premezzo. Mi piace: 1160 · 5 persone ne parlano · 420 persone sono state qui. Prelibatezze italiane, pizza fantastica, varie tipologie di birra e di vini, frequenti... Cantalupa RistoPub | Cavaria con Premezzo | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,La Taverna dei Lupi,"Via Calderara, 1 - 21040 Oggiona con Santo Stefano (VA)",0331 217040,https://www.facebook.com/La-Taverna-dei-Lupi-Ristorante-e-Pizzeria-667046140411424/,[La Taverna dei Lupi - Ristorante e Pizzeria] La Taverna dei Lupi - Ristorante e Pizzeria. Mi piace: 1013 · 5 persone ne parlano · 435 persone sono state qui. Ristorante La Taverna dei Lupi - Ristorante e Pizzeria | SUGGERIMENTI: Check energetico completo con termocamera,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ristorante da Zio Pietro,"Via Corridoni Filippo, 14 - 21054 Fagnano Olona (VA)",0331 315715,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ristoria,"Piazzale del Lavoro, 204 - 21044 Cavaria con Premezzo (VA)",331 219759,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Portello Caffe Solbiate,Via per Busto Arsizio 11 - 21058 Solbiate Olona (VA),0331 396661,https://it-it.facebook.com/portellocaffe/,"[Portello Caffe] Portello Caffe. Mi piace: 15.776 · 876 persone sono state qui. PORTELLO CAFFE è l’eccellenza della caffetteria italiana: dalla colazione, alla pausa pranzo, all'happyhour. Portello Caffe | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ristorante Pizzeria Rapsodia,"32, 21054 Fagnano Olona Va, VIA PIAVE - 21054 Fagnano Olona (VA)",0331 795181,http://www.ristoranterapsodia.it/,"[Ristorante Pizzeria Rapsodia | Fagnano Olona] Ristorante Pizzeria Rapsodia a Fagnano Olona in provincia di Varese: pizze speciali, cucina creativa e dolci unici per un’esperienza che sorprende. Ristorante Pizzeria Rapsodia | Fagnano Olona Salta ai contenuti AMORE ALLA PRIMA FETTA Pizza cucinata con amore nel nostro forno a pellet. SCOPRI LE NOSTRE PIZZE RAPSODIA Ristorante, Pizzeria, Griglieria. Per non doverti accontentare, mai. LA NOSTRA STORIA MENÙ DEL GIORNO Scopri le nostre proposte giornaliere, create con ingredienti freschi di stagio | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura","Consumi: forno, cucina",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Crocca - Gallarate,"Via Ferrario Ercole, 35 - 21013 Gallarate (VA)",0331 1556544,https://crocca.it/locali/prenota-a-gallarate/,"[Via E.Ferrario, 35, 21013 Gallarate VA - Crocca | La Pizza croccante] Via E.Ferrario, 35, 21013 Gallarate VA - Crocca | La Pizza croccante Vai al contenuto Via E.Ferrario, 35, 21013 Gallarate VA Orari: Lun-Gio:12.00-14.30 / 19.00-22.30 Ven-Dom:12.00-14.30 / 19.00-23.00 PORTAMI QUI CHIAMA Facebook Instagram Utilizziamo le informazioni raccolte tramite cookie e tecnologie simili per migliorare la tua esperienza sul nostro sito, analizzare come lo utilizzi e per scopi di marketing. Privacy Policy Altre opzioni Disabilita tutto Consenti tutto Le tue impostazioni sulla | SUGGERIMENTI: Check energetico completo con termocamera",,5
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Acquerello,"Via Patrioti, 5 - 21054 Fagnano Olona (VA)",0331 611394,http://www.ristoranteacquerello.com/,"[Ristorante Acquerello – la nuova cucina italiana, fatta di concretezza e innovazione] Ristorante Acquerello – la nuova cucina italiana, fatta di concretezza e innovazione Non importa cosa dipingi, ma come e perché lo dipingi Silvio Salmoiraghi & Choi Cheolhyeok Non importa cosa dipingi, ma come e perché lo dipingi Silvio Salmoiraghi & Choi Cheolhyeok PRENOTA REGALA | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Al 16,"Viale della Vittoria, 16 - 21017 Samarate (VA)",389 4413857,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Greek Taverna,"Via Magenta, 6 - 21013 Gallarate (VA)",388 1068252,https://www.greektaverna.it/,"[Ristorante cucina greca a Gallarate | Greek Taverna] Ristorante cucina greca a Gallarate | Greek Taverna prenota ora prenota ora Ristorante cucina greca Gallarate prenota ora Ristorante cucina greca a Gallarate prenota ora ; ; greek taverna ristorante di specialità greca a gallarate La Greek Taverna di Gallarate è il luogo ideale per immergersi nell’autentica cucina greca. Aperti dal 2024, portiamo la nostra tradizione culinaria direttamente a Gallarate, in provincia di Varese, offrendo ai nostri clienti un’esperienza gastronomica unica e memorabi | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Isola di Sapore,"Via Monte Nero, 10 - 21013 Gallarate (VA)",0331 1077327,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Virmau Latino,"Via Beccaria, 14 - 21013 Gallarate (VA)",327 8223603,https://erreristorante.it/virmau/,"[Virmau – Erreristorante DEV] Virmau – Erreristorante DEV Lingue 🇮🇹 🇬🇧 🇩🇪 🇪🇸 🇫🇷 Il nostro menu Coperto € 2.00 entradas 1. ANTOJITO MIXTO € 20.00 pastelito,yuca,chicharron,tender crispy,salsa del shef,curtido salsa rossa 2. YUCA FRITA € 9.00 manioca fritta, crauti, cipolla, carote, pancetta 3. CHICHARRóN CON TORTILLA € 15.00 pancetta fritta, tortilla di mais 4. CHICHARRóN CON YUCA € 16.00 pancetta fritta, manioca 5. PASTELITOS € 10.00 fagiolini, carote, patate, pollo x3 6. ALIPAPA € 12.00 alette di pollo fritte x5 e patatine  | SUGGERIMENTI: Check energetico completo con termocamera",Consumi: coperto,10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ilario Vinciguerra,"Via Roma, 1 - 21013 Gallarate (VA)",0331 791597,https://www.ilariovinciguerra.it/,"[Ilario Vinciguerra | Tradizione Esperienza Innovazione] Ilario Vinciguerra | Tradizione Esperienza Innovazione Seguici Il tuo browser non supporta il video HTML5. IL MENÙ Aggiorniamo il nostro menù ogni due mesi, selezionando con cura i migliori prodotti di stagione, senza dimenticare i piatti storici che hanno fatto la tradizione del ristorante. Per i vini, affidatevi all’esperienza dei nostri sommelier per lasciarvi guidare nell’abbinamento ideale. GUARDA IL MENÙ IL RISTORANTE Una cucina in continua evoluzione, che sorprende senza mai perdere di vi | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,La Muraglia,"Via Doria Andrea, 3 - 21013 Gallarate (VA)",0331 795159,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Ristorante Idea Verde,"Via San Francesco, 19 - 21057 Olgiate Olona (VA)",0331 629487,http://www.ristoranteideaverde.it/,"[Home – Ristorante Idea Verde] La Storia Gestiamo il Ristorante Idea verde da più di 25 anni. Siamo da sempre impegnati nel soddisfare la nostra clientela mantenendo standard qualitativi elevati. Il nostro obiettivo è quello di offrire un servizio impeccabile e prodotti di primissima scelta oltre ad una Home – Ristorante Idea Verde SIAMO TORNATI, TI ASPETTIAMO! PRENOTA! Troverai un’ambiente sicuro con la solita qualità di sempre. ORA I TUOI PIATTI PREFERITI DIRETTAMENTE A CASA TUA! ORDINA SUBITO! UN VIAGGIO SENSORIALE UN AMBI | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,8
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,The Donegal Pub,"Viale Vittorio Veneto, 8 - 21013 Gallarate (VA)",0331 785877,https://www.thedonegalpub.com/,"[Irish pub in Lombardia - The Donegal Pub] Siamo un irish pub in Lombardia, a Gallarate. Da noi trovi ottime birre, irlandesi e non solo, da gustare in un piacevole ambiente vintage Irish pub in Lombardia - The Donegal Pub Salta al contenuto Loading... Il tuo Irish Pub in Lombardia Scopri la nostra proposta birre e il menù Birre Menù Irish pub in Lombardia Paola Uberti 2025-11-05T13:51:55+01:00 Irish pub in Lombardia Una bellissima vacanza in Irlanda e tanto entusiasmo. Correva il 1995. E da allora lo chiamiamo The Donegal Pub. Vieni a c | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Roadhouse Restaurant Gallarate,"Via Ambrosoli Angelo, 16 - 21013 Gallarate (VA)",0331 793793,http://www.roadhouse.it/,"[Steakhouse - Carne alla griglia | Roadhouse Restaurant] Il gusto continua! Specialità di carne, burger gourmet, ricche salad e non solo. Abbiamo gusto nel soddisfare il tuo palato. Steakhouse - Carne alla griglia | Roadhouse Restaurant Skip to main content Hit enter to search or ESC to close Close Search SCOPRI URBAN MENU SCOPRI MENU PRANZO SCOPRI CRAZY DUO GUARDA IL VIDEO SCOPRI URBAN MENU SCOPRI MENU PRANZO SCOPRI CRAZY DUO GUARDA IL VIDEO Ogni giorno una promozione diversa La settimana ha un altro sapore: dal lunedì alla domenica il nostro grill t | SUGGERIMENTI: Relamping LED con payback 8-12 mesi",Consumi: led,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Istanbul Kebap Pizza Grill,"Via per Besnate, 5 - 21040 Jerago con Orago (VA)",324 9017783,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,The King,"Via IV Novembre, 402 - 21044 Cavaria con Premezzo (VA)",0331 735949,http://thekingsristoranteindiano.it/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Grand Prix,"Via da Gallarate Pietro, 7 - 21013 Gallarate (VA)",0331 784844,https://www.grandprix.it/automobili/usato/tutti_i_brand/tutti_i_modelli/tutti_i_km/qualunque_alimentazione/tutti_i_prezzi/tutti_i_cambi/tutte_le_carrozzerie/tutte_le_trazioni/tutti_posti/tutti_anni/tutti_neopatentati/,[]  | SUGGERIMENTI: Check energetico completo con termocamera,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Wood,"Via Monte Nero, 35 - 21013 Gallarate (VA)",0331 784665,https://www.ristorantewood.it/,"[Ristorante Wood Gallarate - Esperienza Culinaria Gourmet] Visita il Ristorante Wood Gallarate, un'esperienza culinaria unica dove passione, viaggi e alta cucina si incontrano in ogni piatto gourmet. Ristorante Wood Gallarate - Esperienza Culinaria Gourmet PRENOTA Ristorante Wood Si Trasforma In Enclane Il Bistrot del Wood Un idea folle? Forse! Ma e propio cosI’ che nascono le cose belle. Piatti diretti, pensati per essere condivisi. Questa è la nostra tavola, questo è il nostro clan. Da un grande cambiamento nasce un bistrot dove stare insieme e sentir | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: cucina, spa, led",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,La Maison D'Andre,"Via Adige, 1 - 21013 Gallarate (VA)","0331 248837, 342 8471366",https://instagram.com/lamaisondandre,"[La Maison D’andré - Gallarate📍 (@lamaisondandre) • Instagram photos and videos] 3,194 Followers, 1,407 Following, 57 Posts - See Instagram photos and videos from La Maison D’andré - Gallarate📍 (@lamaisondandre) La Maison D’andré - Gallarate📍 (@lamaisondandre) • Instagram photos and videos | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Albergo Ristorante Dina,"Viale Europa, 33 - 21050 Gorla Maggiore (VA)",0331 611007,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Bar Pizzeria Nello,"Via Postporta, 6 - 21013 Gallarate (VA)",0331 799749,http://www.barpizzerianello.it/,"[Pizzeria Nello – nel cuore di Gallarate] Pizzeria Nello – nel cuore di Gallarate Lun 17.00 - 4.30 Mar - Mer - Gio - Dom 11.00 - 4.30 Ven - Sab 11.00 - 5.30 Facebook-f Instagram Orari: Lun 17.00 - 4.30 Mar - Mer - Gio - Dom 10.00 - 4.30 Ven - Sab 10.00 - 5.30 Home Chi siamo Menù Promo Lavora con noi X Prenota ora Dove la tua fame trova casa! Pizza storica Il nostro cavallo di battaglia, tanti gusti tutti da provare! Paninoteca Panini e focacce con i tuoi ingredienti preferitI Aperti sempre Lun dalle 17.00 alle 4.30 Mar - Mer - Gio - Dom | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Relamping LED con payback 8-12 mesi","Consumi: cucina, led",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Bar Trattoria Rubin,"Via Mazzini Giuseppe, 9 - 21054 Fagnano Olona (VA)",0331 618833,https://www.trattoriaristoranterubin.com/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Barpizzeria Victory,"Via Mazzini Giuseppe, 1 - 21058 Solbiate Olona (VA)",0331 649060,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Birreria Hemingway,"Via Cassano Magnago, 20 - 21052 Busto Arsizio (VA)",0331 380409,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Bruciabarrique,"Via Minzoni Don Giovanni Minzoni, 1 - 21013 Gallarate (VA)",0331 780126,https://www.anticaboqueria.com/,"[anticaboqueria] Enoteca con assortimento di vini e Prodotti tipici spagnoli, patanegra e formaggi iberici. anticaboqueria top of page Antica Boqueria Italiana Enoteca - Sfizioteca - Taglieri - Jamoneria - Paninoteca - Pinseria - Ristorante Prenota qui ! +500 RECENSIONI POSITIVE 1/8 CHI SIAMO L’antica Boqueria nasce dalla passione del titolare Tony R. verso alcuni piaceri della vita quali il cibo, il vino, le tradizioni e la buona compagnia. Dopo anni trascorsi viaggiando per il mondo e vissuti nell’amata spagna | SUGGERIMENTI: Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: spa, led",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Cabo Wabo,"Via Locarno Nino, 78/80 - 21017 Samarate (VA)",329 3687322,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Da.Do. Bistrot,"Via Poligono, 6 - 21054 Fagnano Olona (VA)",393 5682522,,,,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,D&B di De Gaspari Stefano & C. S.a.s.,"Viale Milano, 15 - 21013 Gallarate (VA)",340 1867666,https://www.dontonygriglieria.com/,"[Home | Don Tony Griglieria] Home | Don Tony Griglieria top of page ORDINA ASPORTO PRENOTA UN TAVOLO CONSULTA MENU Menu BENVENUTI! MEAT PREMIUM DRY AGED Carni selezionate, maturazione perfetta per gusto intenso e unico. SOLO PRODOTTI CERTIFICATI Qualità garantita, controllo rigoroso per una sicurezza assoluta sempre. PROFESSIONISTI DELLA GRIGLIA Esperienza e tecnica per cotture impeccabili dal sapore autentico. Chi Siamo SCOPRI LE NOSTRE CARNI CARNI CHI SIAMO Don Tony Griglieria nasce dalla passione per la carne di qualità  | SUGGERIMENTI: Check energetico completo con termocamera",,7
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Degustibus,"Via da Gallarate Pietro, 20 - 21013 Gallarate (VA)",333 9616163,https://www.degustibus.restaurant/,"[DeGustibus | Ristorante Pizzeria Hamburgeria DeGustibus] Prenota da De Gustibus. Croccantezza e gusto in ogni morso. Portiamo la tradizione e la qualità sulla tua tavola. DeGustibus | Ristorante Pizzeria Hamburgeria DeGustibus L’arte del cibo. Preparato con passione. Ogni piatto è frutto di competenza, dedizione e ingredienti scelti con cura per un’esperienza unica. Prenota un tavolo Sapore Autentico, Esperienza Unica! Pizze e hamburger preparati con ingredienti freschi: un piacere indiscutibile. Ordina online Orari di apertura Lunedì: chiuso Martedì  | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Relamping LED con payback 8-12 mesi","Consumi: cucina, led, coperto",10
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Dorsoduro,Via Alessandro Manzoni 9 - 21013 Gallarate (VA),347 3717756,https://www.dorsoduro.net/,"[Dorsoduro] Dorsoduro - Cicchetteria Veneziana Dorsoduro Via Alessandro Manzoni, 9 21013 Gallarate +39 347 371 7756 Da Martedì a Giovedì 10:30 - 00:00 Venerdì e Sabato 10:30 - 01:00 Domenica 10:30 - 15:00 17:30 - 00:00 Chiusi Lunedì Instagram Menu Mail | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Cassano Magnago,Enosteria,"Via Novara, 1 - 21013 Gallarate (VA)","0331 1086077, 347 6009992",https://www.anticaboqueria.com/,"[anticaboqueria] Enoteca con assortimento di vini e Prodotti tipici spagnoli, patanegra e formaggi iberici. anticaboqueria top of page Antica Boqueria Italiana Enoteca - Sfizioteca - Taglieri - Jamoneria - Paninoteca - Pinseria - Ristorante Prenota qui ! +500 RECENSIONI POSITIVE 1/8 CHI SIAMO L’antica Boqueria nasce dalla passione del titolare Tony R. verso alcuni piaceri della vita quali il cibo, il vino, le tradizioni e la buona compagnia. Dopo anni trascorsi viaggiando per il mondo e vissuti nell’amata spagna | SUGGERIMENTI: Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: spa, led",10
