fonte,categoria,citta,nome,indirizzo,telefono,sito,descrizione,note,punteggio
PagineGialle,Palestre,Erba,Cobra Associazione Sportiva Dilettantistica,"Via Maroncelli Pietro, 14 - 20831 Seregno (MB)",0362 237516,,Sito web non disponibile per Cobra Associazione Sportiva Dilettantistica. Contattare per verificare.,,3
PagineGialle,Palestre,Erba,Corsi Shiatsu,"Corso Carlo Alberto, 76 - 23900 Lecco (LC)","335 5877537, 339 8093886",http://www.danielalani.com/,"Palestra Planet Fitness a Erba, palestra.",Palestra media.,4
PagineGialle,Palestre,Erba,Eurodinamic S.r.l.,"Via Croce Benedetto, 1 - 20821 Meda (MB)",0362 1918530,https://www.eurodynamics.it/,"Centro Le Ortaglie a Erba, centro sportivo.",Centro sportivo medio.,4
PagineGialle,Palestre,Erba,Figurella,"Via Cavour, 58/A - 23900 Lecco (LC)",0341 369916,https://www.facebook.com/siluellaerba?locale=it_IT,"Fitness Center Manera a Erba, palestra.",Palestra media.,4
PagineGialle,Palestre,Erba,Fit Lab Societa' Sportiva Dilettantistica a R.L.,"Via Cialdini Generale, 25 - 20811 Cesano Maderno (MB)","0362 288642, 389 5743152",https://www.fitlabgym.it/,"Segantini Sport Villa a Erba, centro sportivo.",Centro sportivo medio.,4
PagineGialle,Palestre,Erba,Fitness Brivio S.r.l.,"Via Airuno, 17/A - 23883 Brivio (LC)",039 2272882,http://www.fitactive.it/i-club/brivio.php,"Gymmy Planet a Erba, palestra.",Palestra media.,4
PagineGialle,Palestre,Erba,Fitness Lecco Via Belfiore S.r.l.,Via Belfiore - 23900 Lecco (LC),0341 591295,https://www.fitactive.it/i-club/LeccoViaBelfiore.php,"[FitActive - il Fitness x Tutti - Palestre in Franchising, 24h/24 a 19,90€ !] | FitActive - il Fitness x Tutti - Palestre in Franchising, 24h/24 a 19,90€ ! Prec Pross Club in Prevendita FitActive Ancona FitActive Catania Piazza Roma FitActive Cermenate FitActive Ferrara Righini FitActive Ferrara Savonuzzi FitActive Firenze Mariti FitActive Firenze Osmannoro FitActive Firenze Serragli FitActive Fogliano Redipuglia FitActive Gallarate FitActive Genova Albaro FitActive Livorno Grande FitActive Mantova FitActive Novara Passalacqua FitActive Oleggio FitActive Palermo Corso Dei Mille FitActive Parma Pasubio FitActive Pescara Sud FitActive Pove del Grappa FitActive Prato FitActive Ragusa FitActive Roma Pigneto FitActive Roma Sempione FitActive San Vittore Olona FitActive Siracusa Brenta FitActive Trento Maccani FitActive Verbania FitActive Villaricca I nostri Club Aperti FitActive Acireale FitActive Albano FitActive Alessandria FitActive Alessandria Bruno FitActive Alicante Torrevieja FitActive Aprilia FitActive Arezzo FitActive Arluno FitActive Asti FitActive Barcellona FitActive Bari Japigia FitActive Bari Pasteur FitActive Beinasco FitActive Bellinzona FitActive Bergamo Canonici FitActive Bergamo Via Tremana FitActive Biassono FitActive Biella FitActive Bologna Via Creti FitActive Bologna Via Friuli FitActive Bolzano Duca D'Aosta FitActive Bolzano Galvani FitActive Borgaro Torinese FitActive Borgomanero FitActive Bovisio Masciago FitActive Brescia Margherita D'Este FitActive Brescia Via Oberdan FitActive Brescia Via Orzinuovi FitActive Brivio FitActive Buccinasco FitActive Bucuresti Vitan FitActive Busto Arsizio FitActive Cagliari Viale Elmas FitActive Cagliari Viale Marconi FitActive Calenzano FitActive Cantù FitActive Carugate FitActive Cascina FitActive Casorate Sempione FitActive Castagnito FitActive Castelfranco Veneto FitActive Castellanza FitActive Castelletto sopra Ticino FitActive Castellón Almazora FitActive Castellón Estepark FitActive Castenaso FitActive Catania Belpasso FitActive Catania Centro FitActive Catania Le Zagare FitActive Ces",,4
PagineGialle,Palestre,Erba,Fitness Seregno S.r.l.,"Via Montorfano, 98 - 20831 Seregno (MB)",345 8535130,http://www.snef.it/,"[SNEF Lambrone - Il centro sportivo SNEF a Erba] | Il Centro Sportivo SNEF Lambrone a Erba offre una varietà di attività sportive e servizi per il benessere, con piscine e spazi dedicati al relax. | SNEF Lambrone - Il centro sportivo SNEF a Erba Cerca.. PRENOTA PISCINA SCOPERTA Cerca.. PRENOTA ONLINE Benvenuti nel Centro Sportivo Snef Lambrone scopri le attivita' prenota piscina esterna Un posto speciale per rilassarsi e fare sport da soli o con tutta la famiglia Le ultime novità dal centro Rimani aggiornato su le ultime notizie, avvisi e promozioni: Piscina Esterna Le domeniche dell’Acqua Gym L’Acqua Gym è il momento più frizzante della domenica: musica, acqua e tanto divertimento insieme, in piscina esterna al Parco Estivo. 👉 Clicca qui per scoprire se questa domenica c’è: aggiorniamo la pagina ogni settimana con data e orario. Piscina Esterna Le domeniche del Wibit Il Wibit è il grande gonfiabile galleggiante in piscina esterna al Parco Estivo. 👉 Clicca qui per scoprire se questa domenica è in vasca: aggiorniamo la pagina ogni settimana con data e orari. Piscina Esterna Orari Piscina Scoperta e Coperta SNEF Lambrone Apertura straordinaria del Parco Estivo di SNEF Lambrone (Erba) domenica 31 maggio 2026 dalle 9.30 alle 19.30, con tariffa estiva e lettino omaggio. Riapertura regolare da lunedì 8 giugno. Leggi tutte le news » Scopri le attività che trovi nel nostro centro sportivo Seguici sui nostri social! Seguici su Instagram Seguici su Facebook Iscriviti alla newsletter Non perderti più nemmeno un avviso, una promozione o un evento del nostro centro: Iscrizione Newsletter Email Inviandovi questo modulo da me compilato, ai sensi e per gli effetti degli articoli 7, 13 e 23 del D.Lgs. n. 196/2003, dichiaro di aver preso conoscenza dell'informativa di SNEF SSD a.r.l. per il trattamento dei miei dati personali, di essere esaurientemente informato in merito ai miei diritti e di conoscere come e dove esercitare gli stessi, pertanto PRESTO IL MIO CONSENSO a SNEF SSD a.r.l. per il trattamento delle informazioni rilasciate per le finalita' indicate nella predetta informativa. Iscriviti alla newsletter Per quanto vogliamo bene agli animali, in tutto il Centro Sportivo ",,4
PagineGialle,Palestre,Erba,Fitwomen,"Largo Europa, 2 - 20833 Giussano (MB)",0362 050623,,Sito web non disponibile per Fitwomen. Contattare per verificare.,,3
PagineGialle,Palestre,Erba,Frimas Vitalba Fitness Club Societa' Sportiva Dilettantistica a R.L.,"Via Vitalba Paolo, 9 - 23801 Calolziocorte (LC)",0341 651926,http://www.vitalbafitnessclub.eu/,"Club Monte Bollettone a Erba, circolo sportivo/ricreativo.",Circolo con consumi medi.,4
PagineGialle,Palestre,Erba,Ginnifit S.r.l.,"Via Santa Maria Maddalena, 73 - 22060 Arosio (CO)",031 763068,,Sito web non disponibile per Ginnifit S.r.l.. Contattare per verificare.,,3
PagineGialle,Palestre,Erba,Il Sogno A.S.D.,"Strada di Pescaia Comune Siena, 60 - 20842 Besana in Brianza (MB)",392 9772722,http://www.scuderiailsogno.it/,"[scuderiailsogno.it – Centro ippico e scuola di equitazione] | scuderiailsogno.it – Centro ippico e scuola di equitazione Skip to content Call Us: +39 392 977 27 22 Calò di Besana Brianza (MB),Via Leopardi 41/a BENVENUTO NEL SITO DELLA SCUDERIA IL SOGNO CHI SIAMO Il mondo è nelle mani di coloro che hanno il coraggio di sognare e di correre il rischio di vivere i propri sogni. (P. Coelho) La “Scuderia il sogno” a.s.d. è la realizzazione di un sogno che Sara Guidi ha sempre avuto dall’età… ATTIVITA' Fai vedere al tuo sogno che veramente ci tieni a incontrarlo, senza pretendere che lui faccia tutta la strada da solo per arrivare fino a te. (F.Volo) La “Scuderia il sogno” a.s.d., immersa nel verde della tranquilla e rilassante Brianza, offre ai .. STRUTTURE Tutto l’universo cospira affinché chi lo desidera con tutto sé stesso possa riuscire a realizzare i propri sogni. (P.Coelho) Il centro ippico dispone di una struttura qualificata ed organizzata che si estende su di un’area .. SCUDERIA “IL SOGNO” s.s.d.r.l. – Via G.Leopardi, 41/a – BESANA BRIANZA (MB) – C.F.91122150153 – P.IVA 09509110962 Theme: Avant by Kaira I cookie vengono utilizzati per migliorare i servizi che offriamo. Seleziona accetta per ricevere tutti i cookie del nostro sito. Oppure scegli di sapere di più sui cookie che utiliziamo e come disattivarli SELEZIONA . Prendi visione della nostra PRIVACY POLICY completa. CLICCA QUI Accetta Seleziona i cookie Close GDPR Cookie Settings Privacy Policy in breve Cookies Strettamente Necessari Cookies di terze parti Privacy Policy in breve Questo sito Web utilizza i cookie per consentirci di offrire all’utente la migliore navigazione possibile. Le informazioni sui cookie sono memorizzate nel tuo browser ed eseguono funzioni per riconoscerti quando ritorni sul nostro sito web e aiutando il nostro team a capire quali sezioni del sito web trovi più interessanti e utili. È possibile regolare tutte le impostazioni dei cookie navigando le schede sul lato sinistro. Prendi vsione della nostra Privacy Policy completa. CLICCA QUI Cookies ",,4
PagineGialle,Palestre,Erba,Mondo Fitness Srl,"Via Ca' De Volpi, 7 - 24034 Cisano Bergamasco (BG)",328 9549627,http://www.mm-wellnessasd.it/,"Free Sport di Fumagalli R. a Erba, palestra.",Palestra media.,4
PagineGialle,Palestre,Erba,Olympiatek,"Via Elli Angelo, 2 - 20833 Giussano (MB)",0362 1793401,https://olympiatek.it/,"Jolly Club SSD a Erba, associazione sportiva.",Associazione media.,3
PagineGialle,Palestre,Erba,Olympus Avant S.S. Dilettantistica a Responsabilita' Limitata,Via della Industria - 22070 Cassina Rizzardi (CO),"347 6105700, 351 6902080, 031 921454",http://www.olympusavant.it/,"Piscina Comunale di Erba, piscina comunale.",Piscina = consumi elevati. Buon potenziale.,6
PagineGialle,Palestre,Erba,Palestra King'S,"Via Rossini Gioacchino, 6 - 20851 Lissone (MB)","039 481340, 347 2647450",http://www.kingfit.com/,"Palestra Vita Club a Erba, palestra.",Palestra media.,4
PagineGialle,Palestre,Erba,Palextra Conca Verde S.a.s. di Annunziata Giuseppe e C.,"Via Lazzaretto, 8 - 22021 Bellagio (CO)",031 951363,,Sito web non disponibile per Palextra Conca Verde S.a.s. di Annunziata Giuseppe e C.. Contattare per verificare.,,3
PagineGialle,Palestre,Erba,Pertus S.r.l.,"Via Azzeccagarbugli, 1 - 23900 Lecco (LC)","0341 350064, 0341 291389",,"Ginnastica Corrado Pellizzari a Erba, associazione ginnastica.",Associazione piccola.,3
PagineGialle,Palestre,Erba,Pull S.r.l.,"Via delle Grigne, 28 - 20831 Seregno (MB)",031 3869334,https://diprolerba.com/,"A.S.D. Flex a Erba, associazione sportiva.",Associazione media.,3
PagineGialle,Palestre,Erba,Rtr S.r.l.,"Piazza Pertini, 1 - 23885 Calco (LC)",039 5788088,http://www.rtrsrl.it/,"[RTR srl - Demolizioni Industriali - Navali La Spezia] | RTR srl di La Spezia opera con esperienza quarantennale nel settore delle demolizioni industriali, navali e ingrosso rottami metallici. | RTR srl - Demolizioni Industriali - Navali La Spezia Vai al contenuto RTR Ingrosso rottami metallici. RTR Demolizioni navali e industriali. RTR Raccolta, trasporto, trattamento. RTR Intermediazione di rifiuti speciali pericolosi e non pericolosi. Azienda Siamo attivi da 50 anni nel settore dell'ingrosso dei rottami metallici ferrosi e non ferrosi. Scopri di più Servizi Ingrosso rottami metallici, demolizioni civili, navali, industriali, trasporto di rifiuti industriali. Scopri di più Autorizzazioni Autorizzazione al trasporto e alla gestione dell'impianto di recupero rifiuti speciali non pericolosi. Scopri di più Chi siamo RTR s.r.l. Arcola (SP) Ingrosso rottami metallici ferrosi e non ferrosi. Demolizioni civili navali industriali Raccolta trasporto trattamento intermediazione smaltimento rifiuti pericolosi e non pericolosi. Offriamo servizi di qualità nel pieno rispetto delle normative in materia di sicurezza e ambiente. Siamo in grado di soddisfare qualunque esigenza grazie ad attrezzature all’avanguardia e personale qualificato. Scopri di più Profilo aziendale Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Titoletto 1 Titoletto 2 Titoletto 3 Titoletto 4 RTR Offriamo servizi di qualità nel pieno rispetto delle normative. chiama ora! Lorem ipsum Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum Ut elit tellus, luctus nec ullamcorper mattis, pulvinar dapibus leo. Lorem ipsum Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum Ut elit tellus, luctus nec ullamcorper mattis, pulvinar dapibus leo. Servizi Lorem ipsum dolor sit amet Prendi un appuntamento Nome Email Telefono Giorno Tipo di intervento Dichiaro di aver preso visione dell'Informativa ai sensi del Decreto Legislativo 196/2003 e del Regolamento (UE) 2016/679 del Parlamento Europeo e del Consiglio del 27 Aprile 2016 (GDPR). (*)- Leggi l'Informativa Autorizzo altresì RTR SRL ed i suoi partner al tra",,4
PagineGialle,Palestre,Erba,Scherma Desio Societa' Sportiva Dilettantistica a Responsabilita' Limitata,"Via Santa Caterina, 15 - 20832 Desio (MB)",0362 302278,http://www.schermadesio.com/,"Scherma Desio SSD a Desio, società scherma dal 1989. Corsi principianti e agonisti. Eventi nazionali.",Società scherma con sede dedicata. Consumi illuminazione sala. Valutare interesse.,5
PagineGialle,Palestre,Erba,Siluella International Liguria S.r.l.,"Via Rismondo Francesco, 18 - 20831 Seregno (MB)",031 751479,https://www.facebook.com/siluellaerba?locale=it_IT,"Siluella International Liguria / Siluella Erba, centro dimagrimento e benessere. Solo Facebook.",Centro dimagrimento. Consumi ridotti.,3
PagineGialle,Palestre,Erba,Societa' Sportiva Gymnasium 101,"Via Dante Alighieri, 6 - 22066 Mariano Comense (CO)",031 743314,https://www.gymnasium101.it/,"[Home | Palestra Gymnasium 101 Mariano Comense (CO)] | Palestra Mariano Comense - La palestra di Mariano Comense Gymnasium 101 è a disposizione per aiutarti a raggiungere i tuoi obiettivi di forma fisica. | Home | Palestra Gymnasium 101 Mariano Comense (CO) Menu Home La palestra I corsi Corso di difesa personale Corsi di aerobica Corsi di stretching Corsi di ginnastica per anziani Corsi di ginnastica dolce Corsi di ginnastica correttiva Corsi di ginnastica a corpo libero Body Building Fitness bioenerlibero Fitness bioenergetico Cardio Fitness Ginnastica correttiva Ginnastica dimagrante Altri servizi Personal trainer Massaggi riabilitazione Massaggi sportivi Preparazione calciatori Preparazione atleti agonisti Gallery fotografica Gli atleti Dove Siamo Contatti Tariffe 2025/2026 Gymnasium 101 è la palestra che fa per te! Armonia per il corpo e per la mente Esperienza, passione, professionalità Alcuni dei nostri corsi Passione e dedizione per ottenere i migliori risultati. Body Building Body Building: scolpisci il tuo corpo con la palestra Grazie ai corsi di Body… Read More Difesa personale Difesa personale: per sentirsi sempre al sicuro Scegli i corsi di difesa personale… Read More Ginnastica correttiva Ginnastica correttiva posturale: in cosa consiste Migliora la postura con la ginnastica correttiva… Read More Palestra Gymnasium 101 – Mariano Comense (CO) Se cercate una palestra a Mariano Comense o limitrofi, poche palestre in provincia di Como vantano una storia analoga a quella del Gymnasium 101 e del suo fondatore Adrio Farina, che, fin da piccolo, è sempre stato un appassionato dello sport agonistico in generale; dalla corsa a piedi, alla maratona, alla boxe, dal karate fino ad arrivare alla lotta greco-romana, che ha sempre avuto un ruolo importante nel suo cammino agonistico consentendogli di conseguire importanti risultati sia a livello regionale che nazionale. Palestra per passione e per professione Gymnasium 101 è una palestra per Mariano Comense e limitrofi di lunga tradizione fondata nel 1984 dal maestro Adrio Farina, da sempre appassionato di sport agonistico , Campione Regionale di Lotta Greco-Romana dal 1979 al 1984, quando si è ritirato imbattuto, dal 198",,4
PagineGialle,Palestre,Erba,Studio Pilates IV di Antonella Pozzi,"Via Palestro, 30 - 23900 Lecco (LC)","0341 254896, 348 9010666",http://www.pilateslecco.it/it/,[HTTP 503],,4
PagineGialle,Palestre,Erba,Think Blue Consulting & Solutions S.r.l.,"Via Amendola Giovanni, 9/C - 20832 Desio (MB)","0362 638932, 0362 628317",https://www.globexpo.it/,"Think Blue Consulting / Globexpo, società convenzioni aziendali. Categoria errata.",Servizi B2B. Non target energia.,1
PagineGialle,Palestre,Erba,Total Workout 3 S.a.s. di dell'Orto Giovanni & C.,"Via Cuzzi Giuseppe, 2 - 23873 Missaglia (LC)",039 9241152,http://fitnesstotalworkout.it/,"Total Workout 3 S.a.s. a Missaglia, palestra fitness center dal 2014. Macchinari Technogym, Matrix. Personal trainer.",Palestra ben attrezzata. Consumi medi per illuminazione e climatizzazione. Buon potenziale.,6
PagineGialle,Palestre,Erba,Unione Sportiva Alfonso Casati,"Via XXV Aprile, 3 - 20862 Arcore (MB)","039 617210, 339 5428189",https://www.casatiarcore.it/,"Unione Sportiva Alfonso Casati ad Arcore, società polisportiva dal 1946. Atletica, calcio, ginnastica, basket, volley, parkour.",Polisportiva storica con molte discipline. Consumi diversificati e elevati. Buon potenziale per efficienza.,7
PagineGialle,Palestre,Erba,Virtus Gyn S.a.s. di Melazzi Enzo e C,"Via Statale, 20 - 22016 Tremezzina (CO)",0344 55190,https://www.virtus.it/,"Virtus Gyn S.a.s. / Virtus Bologna, sito della Virtus Bologna basket. Contatto fuori zona.",Sito non corrispondente. Contatto errato.,1
PagineGialle,Palestre,Erba,Residenza Bellagio,"Via La Mazzina, 14 - 22021 Bellagio (CO)",031 9569111,http://www.residenzabellagio.it/,"Residenza Bellagio a Bellagio, RSA (residenza sanitaria assistenziale). Categoria errata.",RSA. Consumi sanitari elevati ma target diverso. Valutare se interesse per efficienza.,3
PagineGialle,Palestre,Erba,Audace Palestre,"Via Dell' Isola, 3/A - 23900 Lecco (LC)",0341 081890,http://www.factoryclub.eu/,"Coming Soon Get ready, something cool is coming!",,4
PagineGialle,Palestre,Erba,Aurea Fitness,"Via Leonardo da Vinci, 11 - 23900 Lecco (LC)",0341 353524,http://aureafit.com/,"Aurea Fitness a Erba, palestra con personal training, ginnastica posturale, prenatale. Approccio su misura.",Palestra con approccio personalizzato. Consumi ridotti (non grande).,4
PagineGialle,Palestre,Erba,Body & Mind,"Via XXV Aprile, 14 - 23854 Olginate (LC)",375 7034599,,Sito web non disponibile per Body & Mind. Contattare per verificare.,,3
PagineGialle,Palestre,Erba,Don Milani,"Via Deledda Grazia, 2 - 22100 Como (CO)","031 531983, 031 501400",,Sito web non disponibile per Don Milani. Contattare per verificare.,,3
PagineGialle,Palestre,Erba,Dove fare kung fu a Roma,"Via La Mazzina, 14 - 22021 Bellagio (CO)",338 933 9191,https://taichichuanroma.netsons.org/,"Dove fare kung fu a Roma / Accademia Raffinato Wushu Cinese, scuola Tai Chi a Roma. Fuori zona.",Contatto fuori zona Lombardia. Non target.,1
PagineGialle,Palestre,Lomazzo,20hours Gyms - Club Vertemate,Via Provinciale per Bulgorello - 22070 Vertemate con Minoprio (CO),"031 901030, 393 9748753",https://www.pentafit.it/palestre/club-vertemate,"[Club Vertemate] | Palestra a vertemate con corsi di gruppo e allenamento funzionale | Club Vertemate Sono Arrivate Le Nuove Attrezzature Solo il Primo Step delle NOVITA 2026!! Visita i nostri Club Allenati Subito Allenati in libertà APERTI 7gg DALLE 4 ALLE 24 Palestre aperte tutti i giorni dalle 4:00 alle 24:00 7 giorni su 7 !! Visita i nostri Club Allenati Subito Vivi Nel Fitness SALA PESI ED ATTREZZI by Technogym Schede di Allenamento Personalizzate, Attrezzature All'avanguardia, e TechnogymApp Visita i nostri Club Allenati Subito Coinvolgenti ed Entusiasmanti CORSI DI GRUPPO Classi di Tonificazione, Aerobiche e Olistico Posturali I Nostri Corsi Allenati Subito Aree di Allemnamento Dedicate SALA VIP Allenati in un ambiete dedicato con attrezzature specifiche a tua disposizione I Nostri Servizi Allenati Subito il Funzionale Originale by PentaFIT FUNKTIONAL TRAINING Allenamento Funzionale a curcuito in Aree Dedicate I Nostri Corsi Allenati Subito CLUB VERTEMATE PentaFit Vertemate è una Palestra sviluppata su una superficie di 1300mq su unico livello completamente ristrutturata nel 2021. La palestra è posizionata in prossimità della statale dei Giovi. Nei locali completamente climatizzati by Samsung, sono presenti oltre a spaziosi spogliatoi una sala attrezzi di 750mq realizzata con attrezzature di ultima generazione con più di 70 postazioni lavoro suddivise tra Cardio, Isotoniche e forza, dove spicca la linea a carico libero “Pure” by Technogym. E’ presente inoltre un area stretching e corpo libero di 90mq, un’area Calisthenics con rack per esercizi in sospensione, una sala di 120mq adibita all’allenamento funzionale ""FUNKTIONAL TRAINING"" e sedute di Personal Training allestita con stazione Omnia 3, Skill Mill, Skill Bike e Skill Row di Technogym e la nuovissima postazione OUTRACE. Per i corsi di gruppo è presente una sala corsi dedicata di oltre 150mq Attrezzature Powered by Technogym!!! Ampio Parcheggio Pentafit Vertemate Sala1 Pentafit Vertemate Sala Pentafit Vertemate 6 Pentafit Vertemate 5 Pentafit Vertemate 4 Pentafit Vertemate 3 Pentafit Verte",,4
PagineGialle,Palestre,Lomazzo,Cantu Fitness S.r.l.,"Via Monte Baldo, 30 - 22063 Cantù (CO)",031 7186918,http://www.the-ground.it/,[ERR: AttributeError],,4
PagineGialle,Palestre,Lomazzo,Castiglioni Cartotecnica S.r.l.,"Via Varese, 9 - 22076 Mozzate (CO)","0331 832818, 0331 823623, 0331 832088",http://www.castiglionicartotecnica.it/,"Castiglioni Cartotecnica S.r.l., produzione cartotecnica. Categoria errata.",Industria cartotecnica. Non target energia residenziale/commerciale.,2
PagineGialle,Palestre,Lomazzo,Fitland - Societa' Sportiva Dilettantistica a Responsabilita' Limitata,"Via Tasso T., 8 - 20825 Barlassina (MB)","0362 585582, 0362 569049, 0362 569034",http://www.fitlandcenter.it/,"Fitland SSD a Lomazzo, centro fitness con palestra, piscina, area spa, corsi. Più di una palestra: 500+ mq, 50h/settimana corsi.","Centro fitness completo con piscina e spa = consumi ALTISSIMI. Cliente ideale per audit energetico completo. Caldaia, pompe, illuminazione, climatizzazione.",9
PagineGialle,Palestre,Lomazzo,Leonardo Fazzioli,"Via Lombardia, 81 - 22063 Cantù (CO)",347 0933927,https://www.leofitrainer.com/,"Leonardo Fazzioli, personal trainer a Cantù. Allenamenti online e in palestra. Libero professionista.",PT singolo. Consumi minimi. Non target.,1
PagineGialle,Palestre,Lomazzo,Centro Danza Fitness,"Via Isonzo, 160 - 21042 Caronno Pertusella (VA)",329 3033083,https://www.justdancelomazzo.com/,"Centro Danza Fitness / Just Dance Lomazzo, scuola di danza classica e moderna da 30+ anni.",Scuola danza. Consumi illuminazione sala. Valutare interesse.,4
PagineGialle,Palestre,Lomazzo,MaxiFit Bollate - Palestra,"Via Trento, 61 - 20021 Bollate (MI)",02 36560823,https://maxifit.it/maxifit-bollate/,[HTTP 403],,4
PagineGialle,Palestre,Lomazzo,nextraininglab,"Via Pola, 23 - 20833 Giussano (MB)",379 1986210,http://www.comonext.it/,"Nextraininglab / ComoNExT, incubatore startup e innovation hub. Non palestra.",Hub innovazione. Uffici. Non target.,1
PagineGialle,Palestre,Lomazzo,"Palestra in Action - Fitness, Zumba, Pilates, Sala Pesi,Paderno Dugnano","Via Paolo Magretti, 15 - 20037 Paderno Dugnano (MI)",02 42447516,http://www.supremepaderno.it/,"Palestra in Action a Paderno Dugnano, palestra di pugilato e sala pesi.",Palestra pugilato. Consumi medi. Fuori zona? Verificare.,3
PagineGialle,Palestre,Lomazzo,Societa' Sportiva Dilettantistica Idea Fissa S.r.l.,"Via San Francesco D'Assisi, 21 - 20835 Muggiò (MB)",031 733700,https://www.palestraideafissa.it/,"Idea Fissa SSD a Muggiò, palestra familiare dal 1993. Pilates, corsi. Ambiente familiare.",Palestra storica. Consumi medi. Buona reputazione locale.,5
PagineGialle,Palestre,Lomazzo,Aero Gravity,"Via D'Annunzio, 23 - 20016 Pero (MI)",02 45471432,http://www.aerogravity.it/,"Aero Gravity a Pero (MI), indoor skydiving - galleria del vento verticale. Consumi ENORMI per turbine.",Galleria del vento = consumi industriali elevatissimi. Cliente ideale per efficienza energetica industriale. Unico in Italia.,8
PagineGialle,Palestre,Lomazzo,Desio Back School,"Via Santa Liberata, 9 - 20832 Desio (MB)","0362 631431, 335 8170877",https://www.desiobackschool.it/,"Desio Back School, centro osteopatia Desio. Non palestra.",Studio osteopatia. Consumi ridotti. Non target.,1
PagineGialle,Palestre,Lomazzo,618 Wellness Club,"Via Barzaghi L., 9 - 20843 Verano Brianza (MB)","0362 800718, 0362 992757, 348 4398492",http://www.618.it/,[HTTP 403],,4
PagineGialle,Palestre,Lomazzo,Well - B S.r.l. Societa' Sportiva Dilettantistica,"Via Stelvio, 7/9 - 20026 Novate Milanese (MI)","02 33240435, 02 39100234",,Sito web non disponibile per Well - B S.r.l. Societa' Sportiva Dilettantistica. Contattare per verificare.,,3
PagineGialle,Palestre,Lomazzo,Alma S.r.l. Societa' Sportiva Dilettantistica Senza Scopo di Lucro,"Via Scarlatti Domenico, 12 - 20037 Paderno Dugnano (MI)","02 52518769, 02 9103527",http://www.almagiussano.it/,"[Alma | Esperti nei processi di vibrofinitura e cataforesi] | Alma, 50 anni di esperienza nei processi di vibrofinitura e cataforesi. Un servizio certificato, all’avanguardia e basato su una ricerca e sviluppo... | Alma | Esperti nei processi di vibrofinitura e cataforesi +39 0362 860171 info@almagiussano.it Menu Finiture ed estetica a regola d’arte La vibrofinitura per trasformare gli oggetti grezzi in superfici impeccabili, levigate e durature. Progettazione e vendita macchinari e beni di consumo per la vibrofinitura professionale. Scopri di più Specialisti in cataforesi ll nostro know-how a tua disposizione per processi di verniciatura in cataforesi a basso voltaggio. Contattaci Prodotti di consumo per la vibrofinitura Un ampio catalogo di paste, prodotti chimici e inserti per la sgrossatura, sbavatura e levigatura, lucidatura ad umido, brillantatura, asciugatura, lucidatura a secco. Scopri il catalogo Esperti in finiture superficiali 50 anni di esperienza nei processi di vibrofinitura e cataforesi. Un servizio certificato, all’avanguardia e basato su una ricerca e sviluppo costante. Scopri di più Processi di finitura Vibrofinitura La vibrofinitura (o burattatura) é un processo di finitura in massa che permette di modificare la morfologia della superficie di articoli generalmente metallici allo scopo di migliorarne l’aspetto sia dal punto di vista estetico, sia da quello tecnico. Vibratore circolare Vibratore rettangolare Buratto Asciugatore Trattamento delle superfici metalliche dal 1971 Cataforesi decorativa ALMA offre prodotti ed assistenza tecnica per processi di verniciatura in cataforesi a basso voltaggio. I processi proposti da ALMA (serie BTE) sono basati su emulsioni di co-polimeri a bassa viscosità, i quali permettono di ottenere eccellenti performance del film protettivo di medio-elevata durezza (H – 4H) pur mantenendo medio-bassi spessori (5-15 micron). Maggiori informazioni Il nostro catalogo Prodotti di consumo ALMA con i suoi prodotti di consumo per vibrofinitura copre l’intera gamma di specialità: inserti, paste, composti chimici, adatti per tutti i metalli (acciaio inox, alluminio, ferro, ottone, zama). Inserti abrasivi Inserti ausiliari Inserti vegetali Pa",,4
PagineGialle,Palestre,Lomazzo,Alter Ego S.r.l.,"Via Volta Alessandro, 53 - 22100 Como (CO)","340 7575190, 031 262862",https://alteregosrl.com/,"Alter Ego S.r.l. / Alterego Group, corsi formazione sicurezza e HACCP. Non palestra.",Centro formazione. Consumi ufficio. Non target.,1
PagineGialle,Palestre,Lomazzo,Ap13 S.r.l.,"Via Regina Teodolinda, 17 - 22100 Como (CO)",031 6125016,,Sito web non disponibile per Ap13 S.r.l.. Contattare per verificare.,,3
PagineGialle,Palestre,Lomazzo,Asa Societa' Sportiva Dilettantistica S.r.l.,"Via Visconta, 2 - 20842 Besana in Brianza (MB)",0362 994563,http://www.asabasket.it/,"ASA Società Sportiva Dilettantistica a Lomazzo, società basket con settori giovanili, minibasket, eventi.",Società basket. Palestre in gestione. Consumi illuminazione palazzetto. Potenziale medio.,5
